index,prot_acc,prot_desc,prot_mass,pI,[Urea]_50,Delta_G,Category,num_pixels,Smear,Coordinates_emPAI,Threshold,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
248,DHAS_ECOLI,Aspartate-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) GN=asd PE=1 SV=1,40221,5.219443359374999,0,0,useful,52,True,"[[0.33333333333333331, 2, 0.13], [1.0, 2, 0.45000000000000001], [1.6666666666666665, 2, 0.13], [2.3333333333333335, 2, 0.27000000000000002], [3.0, 2, 0.28000000000000003], [0.33333333333333331, 3, 0.46000000000000002], [1.0, 3, 0.13], [1.6666666666666665, 3, 0.14000000000000001], [2.3333333333333335, 3, 0.28999999999999998], [3.0, 3, 0.45000000000000001], [3.6666666666666665, 3, 0.13], [5.6666666666666661, 3, 0.13], [6.9999999999999991, 3, 0.13], [0.33333333333333331, 4, 0.27000000000000002], [1.0, 4, 0.28999999999999998], [1.6666666666666665, 4, 0.46999999999999997], [2.3333333333333335, 4, 0.28000000000000003], [3.0, 4, 0.63], [0.33333333333333331, 5, 0.44], [1.0, 5, 0.28000000000000003], [1.6666666666666665, 5, 0.28999999999999998], [2.3333333333333335, 5, 0.27000000000000002], [3.0, 5, 0.63], [4.333333333333333, 5, 0.13], [4.9999999999999991, 5, 0.13], [0.33333333333333331, 6, 0.45000000000000001], [1.0, 6, 0.42999999999999999], [1.6666666666666665, 6, 0.13], [3.0, 6, 0.27000000000000002], [3.6666666666666665, 6, 0.13], [4.333333333333333, 6, 0.13], [4.9999999999999991, 6, 0.65000000000000002], [5.6666666666666661, 6, 0.27000000000000002], [6.333333333333333, 6, 0.13], [7.6666666666666661, 6, 0.13], [1.6666666666666665, 7, 0.13], [3.6666666666666665, 7, 0.13], [4.333333333333333, 7, 0.13], [4.9999999999999991, 7, 0.13], [5.6666666666666661, 7, 0.46000000000000002], [6.333333333333333, 7, 0.13], [6.9999999999999991, 7, 0.13], [7.6666666666666661, 7, 0.13], [0.33333333333333331, 8, 0.13], [1.0, 8, 0.13], [4.333333333333333, 8, 0.13], [5.6666666666666661, 8, 0.28999999999999998], [6.333333333333333, 8, 0.46000000000000002], [6.9999999999999991, 8, 0.13], [7.6666666666666661, 8, 0.46000000000000002], [0.33333333333333331, 9, 0.14000000000000001], [1.0, 9, 0.13]]",0.0,0.14,0.13,0.0,0.45,0.44,0.27,0.46,0.13,0.0,0.0,0.13,0.13,0.0,0.43,0.28,0.29,0.13,0.45,0.0,0.0,0.0,0.0,0.13,0.13,0.29,0.47,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.28,0.29,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.63,0.63,0.45,0.28,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.65,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.46,0.27,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.46,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0,0,0.0,0.46,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0
249,DHE4_ECOLI,NADP-specific glutamate dehydrogenase OS=Escherichia coli (strain K12) GN=gdhA PE=1 SV=1,48778,5.740751953125001,0,0,useful,22,False,"[[0.33333333333333331, 7, 0.35999999999999999], [1.0, 7, 0.11], [1.6666666666666665, 7, 0.35999999999999999], [2.3333333333333335, 7, 0.10000000000000001], [0.33333333333333331, 8, 0.11], [1.0, 8, 0.23000000000000001], [1.6666666666666665, 8, 0.23000000000000001], [2.3333333333333335, 8, 0.34000000000000002], [3.0, 8, 0.35999999999999999], [3.6666666666666665, 8, 0.22], [4.333333333333333, 8, 0.23000000000000001], [5.6666666666666661, 8, 0.11], [6.333333333333333, 8, 0.11], [7.6666666666666661, 8, 0.23000000000000001], [0.33333333333333331, 9, 0.23000000000000001], [1.0, 9, 0.35999999999999999], [1.6666666666666665, 9, 0.35999999999999999], [2.3333333333333335, 9, 0.22], [3.0, 9, 0.23000000000000001], [4.333333333333333, 9, 0.23000000000000001], [5.6666666666666661, 9, 0.23000000000000001], [6.333333333333333, 9, 0.23000000000000001]]",0.0,0.23,0.11,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.23,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,DHPS_ECOLI,Dihydropteroate synthase OS=Escherichia coli (strain K12) GN=folP PE=1 SV=1,30767,5.448310546875,0,0,useful,18,False,"[[1.0, 2, 0.17999999999999999], [0.33333333333333331, 4, 0.17000000000000001], [1.0, 4, 0.17999999999999999], [2.3333333333333335, 4, 0.17000000000000001], [1.0, 5, 0.17000000000000001], [2.3333333333333335, 5, 0.17000000000000001], [3.0, 5, 0.17000000000000001], [6.333333333333333, 5, 0.17999999999999999], [6.9999999999999991, 5, 0.17000000000000001], [2.3333333333333335, 6, 0.17000000000000001], [3.0, 6, 0.37], [4.9999999999999991, 6, 0.39000000000000001], [5.6666666666666661, 6, 0.37], [7.6666666666666661, 6, 0.17000000000000001], [5.6666666666666661, 7, 0.63], [6.333333333333333, 7, 0.17999999999999999], [6.9999999999999991, 7, 0.17000000000000001], [7.6666666666666661, 7, 0.17000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0,0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0
251,DICA_ECOLI,HTH-type transcriptional regulator DicA OS=Escherichia coli (strain K12) GN=dicA PE=4 SV=1,15703,8.887197265625,0,0,found,3,False,"[[1.0, 9, 0.37], [1.6666666666666665, 9, 0.37], [2.3333333333333335, 9, 0.34999999999999998]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,DINI_ECOLI,DNA damage-inducible protein I OS=Escherichia coli (strain K12) GN=dinI PE=1 SV=1,8944,4.583701171875001,0,0,found,1,False,"[[6.9999999999999991, 4, 0.68000000000000005]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,DKGA_ECOLI,"2,5-diketo-D-gluconic acid reductase A OS=Escherichia coli (strain K12) GN=dkgA PE=1 SV=3",31147,5.740751953125001,0,0,useful,52,False,"[[1.0, 1, 0.17000000000000001], [1.6666666666666665, 1, 0.17000000000000001], [3.6666666666666665, 1, 0.17000000000000001], [4.9999999999999991, 1, 0.38], [3.6666666666666665, 3, 0.37], [5.6666666666666661, 3, 2.4399999999999999], [6.9999999999999991, 3, 0.37], [7.6666666666666661, 3, 0.17000000000000001], [0.33333333333333331, 4, 0.85999999999999999], [1.0, 4, 0.17000000000000001], [6.9999999999999991, 4, 0.17000000000000001], [0.33333333333333331, 5, 3.0600000000000001], [1.0, 5, 2.04], [1.6666666666666665, 5, 1.24], [2.3333333333333335, 5, 1.9399999999999999], [3.0, 5, 0.59999999999999998], [0.33333333333333331, 6, 2.04], [1.0, 6, 1.1599999999999999], [1.6666666666666665, 6, 1.1699999999999999], [2.3333333333333335, 6, 3.7200000000000002], [3.0, 6, 2.4300000000000002], [4.333333333333333, 6, 0.85999999999999999], [4.9999999999999991, 6, 0.38], [7.6666666666666661, 6, 0.37], [0.33333333333333331, 7, 0.90000000000000002], [1.0, 7, 0.87], [1.6666666666666665, 7, 0.89000000000000001], [2.3333333333333335, 7, 2.3500000000000001], [3.0, 7, 2.0], [3.6666666666666665, 7, 0.58999999999999997], [4.333333333333333, 7, 2.0899999999999999], [4.9999999999999991, 7, 0.38], [5.6666666666666661, 7, 3.2599999999999998], [6.9999999999999991, 7, 0.17000000000000001], [7.6666666666666661, 7, 2.4399999999999999], [0.33333333333333331, 8, 0.89000000000000001], [1.0, 8, 1.6299999999999999], [1.6666666666666665, 8, 0.90000000000000002], [2.3333333333333335, 8, 1.1499999999999999], [3.0, 8, 0.38], [3.6666666666666665, 8, 0.17000000000000001], [4.333333333333333, 8, 0.17000000000000001], [4.9999999999999991, 8, 0.17000000000000001], [5.6666666666666661, 8, 1.24], [6.333333333333333, 8, 1.6299999999999999], [6.9999999999999991, 8, 0.62], [7.6666666666666661, 8, 0.62], [1.6666666666666665, 9, 0.60999999999999999], [2.3333333333333335, 9, 0.34999999999999998], [3.0, 9, 0.17000000000000001], [4.333333333333333, 9, 0.17000000000000001], [7.6666666666666661, 9, 0.17999999999999999]]",0.0,0.0,0.89,0.9,2.04,3.06,0.86,0.0,0.0,0.0,0.0,0.0,1.63,0.87,1.16,2.04,0.17,0.0,0.0,0.17,0.0,0.61,0.9,0.89,1.17,1.24,0.0,0.0,0.0,0.17,0.0,0.35,1.15,2.35,3.72,1.94,0.0,0.0,0.0,0.0,0.0,0.17,0.38,2.0,2.43,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.59,0.0,0.0,0.0,0.37,0.0,0.17,0.0,0.17,0.17,2.09,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.38,0.38,0.0,0.0,0.0,0.0,0.38,0.0,0.0,1.24,3.26,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.17,0.0,0.0,0.17,0.37,0.0,0,0,0.18,0.62,2.44,0.37,0.0,0.0,0.17,0.0,0.0,0.0
254,DKGB_ECOLI,"2,5-diketo-D-gluconic acid reductase B OS=Escherichia coli (strain K12) GN=dkgB PE=1 SV=2",29475,5.321162109374999,0,0,useful,13,False,"[[0.33333333333333331, 0, 0.62], [1.0, 0, 0.39000000000000001], [1.0, 1, 0.17999999999999999], [0.33333333333333331, 2, 0.17999999999999999], [1.0, 2, 0.40000000000000002], [0.33333333333333331, 3, 0.40000000000000002], [1.0, 3, 0.39000000000000001], [1.6666666666666665, 3, 0.68999999999999995], [2.3333333333333335, 3, 0.40000000000000002], [3.0, 3, 0.17999999999999999], [2.3333333333333335, 4, 0.40000000000000002], [3.0, 4, 0.93000000000000005], [3.0, 5, 0.17999999999999999]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.18,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.4,0.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.93,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,DKSA_ECOLI,RNA polymerase-binding transcription factor DksA OS=Escherichia coli (strain K12) GN=dksA PE=1 SV=1,17745,4.977861328125,0,0,useful,29,False,"[[0.33333333333333331, 0, 1.21], [1.0, 0, 1.25], [1.6666666666666665, 0, 1.8799999999999999], [2.3333333333333335, 0, 0.69999999999999996], [3.6666666666666665, 0, 0.29999999999999999], [0.33333333333333331, 1, 0.69999999999999996], [1.0, 1, 0.32000000000000001], [1.6666666666666665, 1, 0.31], [2.3333333333333335, 1, 0.31], [3.0, 1, 0.31], [3.6666666666666665, 1, 0.31], [0.33333333333333331, 2, 0.32000000000000001], [2.3333333333333335, 2, 0.29999999999999999], [3.0, 2, 0.32000000000000001], [6.9999999999999991, 2, 0.33000000000000002], [0.33333333333333331, 3, 0.32000000000000001], [1.6666666666666665, 3, 0.33000000000000002], [2.3333333333333335, 3, 0.32000000000000001], [3.0, 3, 0.32000000000000001], [3.6666666666666665, 3, 0.31], [4.333333333333333, 3, 0.32000000000000001], [5.6666666666666661, 3, 0.31], [6.333333333333333, 4, 0.33000000000000002], [6.9999999999999991, 4, 0.31], [5.6666666666666661, 5, 0.31], [6.333333333333333, 5, 0.32000000000000001], [6.9999999999999991, 5, 0.72999999999999998], [7.6666666666666661, 5, 0.33000000000000002], [7.6666666666666661, 8, 0.32000000000000001]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.7,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.31,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.3,0.31,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.31,0.0,0.33,0,0,0.0,0.32,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
256,DLDH_ECOLI,Dihydrolipoyl dehydrogenase OS=Escherichia coli (strain K12) GN=lpdA PE=1 SV=2,50942,5.562744140625,0,0,overhalf,65,False,"[[7.6666666666666661, 0, 0.10000000000000001], [3.6666666666666665, 1, 0.10000000000000001], [4.9999999999999991, 1, 0.10000000000000001], [5.6666666666666661, 1, 0.11], [6.333333333333333, 1, 0.33000000000000002], [3.6666666666666665, 2, 0.10000000000000001], [3.6666666666666665, 3, 0.20999999999999999], [5.6666666666666661, 3, 0.46000000000000002], [6.9999999999999991, 3, 0.10000000000000001], [7.6666666666666661, 3, 0.10000000000000001], [0.33333333333333331, 5, 0.10000000000000001], [1.0, 5, 0.63], [1.6666666666666665, 5, 0.10000000000000001], [2.3333333333333335, 5, 0.10000000000000001], [3.0, 5, 0.34000000000000002], [4.333333333333333, 5, 0.20999999999999999], [4.9999999999999991, 5, 0.64000000000000001], [5.6666666666666661, 5, 0.77000000000000002], [6.333333333333333, 5, 0.48999999999999999], [6.9999999999999991, 5, 0.96999999999999997], [7.6666666666666661, 5, 0.81999999999999995], [0.33333333333333331, 6, 0.63], [1.0, 6, 0.77000000000000002], [1.6666666666666665, 6, 0.33000000000000002], [2.3333333333333335, 6, 1.6000000000000001], [3.0, 6, 0.60999999999999999], [4.9999999999999991, 6, 0.81000000000000005], [5.6666666666666661, 6, 0.60999999999999999], [6.333333333333333, 6, 0.59999999999999998], [6.9999999999999991, 6, 0.64000000000000001], [7.6666666666666661, 6, 0.78000000000000003], [0.33333333333333331, 7, 0.48999999999999999], [1.0, 7, 0.20999999999999999], [1.6666666666666665, 7, 0.64000000000000001], [2.3333333333333335, 7, 1.1000000000000001], [3.0, 7, 0.96999999999999997], [3.6666666666666665, 7, 0.10000000000000001], [4.333333333333333, 7, 0.64000000000000001], [4.9999999999999991, 7, 0.10000000000000001], [5.6666666666666661, 7, 0.81000000000000005], [6.333333333333333, 7, 0.10000000000000001], [6.9999999999999991, 7, 0.20999999999999999], [7.6666666666666661, 7, 0.46000000000000002], [0.33333333333333331, 8, 0.98999999999999999], [1.0, 8, 1.7], [1.6666666666666665, 8, 1.21], [2.3333333333333335, 8, 1.1299999999999999], [3.0, 8, 0.64000000000000001], [3.6666666666666665, 8, 0.10000000000000001], [4.333333333333333, 8, 0.34999999999999998], [4.9999999999999991, 8, 0.10000000000000001], [5.6666666666666661, 8, 0.22], [6.333333333333333, 8, 0.34999999999999998], [6.9999999999999991, 8, 0.34999999999999998], [7.6666666666666661, 8, 0.81000000000000005], [0.33333333333333331, 9, 2.04], [1.0, 9, 2.5600000000000001], [1.6666666666666665, 9, 2.23], [2.3333333333333335, 9, 2.6899999999999999], [3.0, 9, 1.1899999999999999], [4.333333333333333, 9, 3.4199999999999999], [5.6666666666666661, 9, 2.5600000000000001], [6.333333333333333, 9, 0.48999999999999999], [6.9999999999999991, 9, 0.20999999999999999], [7.6666666666666661, 9, 0.35999999999999999]]",0.0,2.04,0.99,0.49,0.63,0.1,0.0,0.0,0.0,0.0,0.0,2.56,1.7,0.21,0.77,0.63,0.0,0.0,0.0,0.0,0.0,2.23,1.21,0.64,0.33,0.1,0.0,0.0,0.0,0.0,0.0,2.69,1.13,1.1,1.6,0.1,0.0,0.0,0.0,0.0,0.0,1.19,0.64,0.97,0.61,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.21,0.1,0.1,0.0,3.42,0.35,0.64,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.81,0.64,0.0,0.0,0.0,0.1,0.0,2.56,0.22,0.81,0.61,0.77,0.0,0.46,0.0,0.11,0.0,0.49,0.35,0.1,0.6,0.49,0.0,0.0,0.0,0.33,0.0,0.21,0.35,0.21,0.64,0.97,0.0,0.1,0.0,0,0,0.36,0.81,0.46,0.78,0.82,0.0,0.1,0.0,0.0,0.1
257,DLD_ECOLI,D-lactate dehydrogenase OS=Escherichia coli (strain K12) GN=dld PE=1 SV=3,64914,5.893330078125,0,0,found,8,False,"[[0.33333333333333331, 2, 0.080000000000000002], [1.6666666666666665, 2, 0.080000000000000002], [2.3333333333333335, 2, 0.080000000000000002], [3.0, 2, 0.080000000000000002], [0.33333333333333331, 3, 0.080000000000000002], [1.6666666666666665, 3, 0.080000000000000002], [2.3333333333333335, 3, 0.080000000000000002], [3.0, 3, 0.080000000000000002]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,DLHH_ECOLI,Putative carboxymethylenebutenolidase OS=Escherichia coli (strain K12) GN=ysgA PE=3 SV=3,29521,5.333876953124999,0,0,found,6,False,"[[1.6666666666666665, 0, 0.17000000000000001], [1.0, 1, 0.17999999999999999], [1.0, 2, 0.17999999999999999], [3.0, 2, 0.40000000000000002], [3.0, 3, 0.17999999999999999], [3.0, 4, 0.17999999999999999]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
